VisitID,PropertyID,ClientID,AgentID,VisitDate
1771,408,1424,85,10/29/2024
1772,238,1205,86,10/29/2024
1773,608,636,56,2/15/2025
1774,398,90,83,6/19/2024
1775,849,197,23,1/15/2025
1776,231,110,31,10/17/2024
1777,66,770,30,5/27/2024
1778,775,344,63,7/21/2024
1779,136,347,22,9/3/2024
1780,767,711,70,11/15/2024
1781,937,471,23,10/5/2024
1782,706,14,46,6/4/2024
1783,31,1454,66,5/27/2024
1784,545,1336,87,2/26/2025
1785,563,944,58,5/8/2025
1786,936,514,48,3/1/2025
1787,445,1004,31,1/17/2025
1788,703,635,82,4/5/2025
1789,870,175,67,4/29/2025
1790,840,1488,39,4/3/2025
1791,780,306,5,8/24/2024
1792,597,711,42,7/19/2024
1793,871,1382,54,8/1/2024
1794,756,306,4,1/26/2025
1795,449,1473,49,1/6/2025
1796,542,814,30,2/28/2025
1797,220,201,63,7/12/2024
1798,576,1430,84,8/16/2024
1799,987,348,22,9/6/2024
1800,14,1328,19,5/16/2024
1801,559,599,89,2/20/2025
1802,38,812,74,12/13/2024
1803,244,919,34,6/6/2024
1804,685,943,74,3/20/2025
1805,804,464,81,2/18/2025
1806,607,824,88,10/21/2024
1807,191,1480,35,3/29/2025
1808,91,1178,59,10/11/2024
1809,457,292,11,1/20/2025
1810,751,287,29,7/3/2024
1811,421,849,81,2/20/2025
1812,136,988,28,1/6/2025
1813,279,253,14,3/24/2025
1814,339,459,52,10/27/2024
1815,135,190,46,6/3/2024
1816,546,977,54,3/31/2025
1817,827,912,28,2/16/2025
1818,17,1264,34,5/30/2024
1819,891,730,69,5/25/2024
1820,584,1486,59,6/27/2024
1821,853,5,42,6/13/2024
1822,840,901,83,3/22/2025
1823,194,1086,44,7/12/2024
1824,830,1276,53,9/13/2024
1825,150,899,95,4/25/2025
1826,654,1135,29,12/12/2024
1827,613,530,69,5/4/2025
1828,820,577,60,7/25/2024
1829,914,174,14,9/7/2024
1830,56,972,85,2/23/2025
1831,932,836,73,1/23/2025
1832,840,1407,40,4/1/2025
1833,392,200,28,1/29/2025
1834,921,23,41,1/21/2025
1835,43,1219,26,8/22/2024
1836,665,658,92,9/27/2024
1837,281,1157,37,9/10/2024
1838,54,385,9,7/13/2024
1839,577,972,99,5/19/2024
1840,426,854,37,6/5/2024
1841,865,423,6,3/12/2025
1842,53,1109,59,11/7/2024
1843,582,523,36,1/20/2025
1844,745,1002,86,5/4/2025
1845,430,916,31,4/25/2025
1846,669,1098,40,11/11/2024
1847,276,379,100,3/21/2025
1848,633,360,80,4/3/2025
1849,717,903,57,4/22/2025
1850,727,771,57,5/26/2024
1851,540,1183,10,8/10/2024
1852,51,887,66,4/4/2025
1853,213,467,79,11/12/2024
1854,56,1305,74,10/4/2024
1855,82,107,39,10/9/2024
1856,447,360,26,8/26/2024
1857,74,775,83,2/14/2025
1858,742,858,34,5/18/2024
1859,13,1271,29,10/1/2024
1860,447,523,3,7/3/2024
1861,938,418,95,5/5/2025
1862,931,246,59,6/7/2024
1863,2,120,34,3/2/2025
1864,1,1442,56,6/23/2024
1865,820,381,31,2/1/2025
1866,526,140,98,8/29/2024
1867,337,442,25,7/5/2024
1868,722,625,74,7/23/2024
1869,886,909,76,5/29/2024
1870,731,1082,11,1/27/2025
1871,668,913,51,8/14/2024
1872,260,1077,88,2/9/2025
1873,663,246,93,8/9/2024
1874,397,30,79,4/17/2025
1875,644,1237,68,4/28/2025
1876,353,1157,6,4/18/2025
1877,218,577,68,8/12/2024
1878,436,1105,60,11/10/2024
1879,152,535,7,4/26/2025
1880,652,1218,27,11/19/2024
1881,903,645,80,5/20/2024
1882,232,565,75,11/2/2024
1883,430,1120,23,5/21/2024
1884,388,1011,61,10/22/2024
1885,431,134,52,5/1/2025
1886,408,562,79,2/26/2025
1887,548,68,9,7/6/2024
1888,654,1089,23,8/20/2024
1889,268,1100,78,5/15/2024
1890,806,250,22,4/18/2025
1891,921,1479,37,3/23/2025
1892,304,1379,26,10/27/2024
1893,821,631,99,1/5/2025
1894,630,1292,40,5/31/2024
1895,271,393,16,3/17/2025
1896,545,705,5,4/16/2025
1897,389,58,6,5/12/2024
1898,678,949,83,6/13/2024
1899,372,614,17,5/28/2024
1900,87,334,4,12/14/2024
1901,411,857,71,5/23/2024
1902,83,349,22,9/3/2024
1903,104,1468,93,10/31/2024
1904,607,617,25,5/27/2024
1905,975,765,58,6/8/2024
1906,603,19,70,10/12/2024
1907,81,563,79,4/12/2025
1908,503,1145,64,2/19/2025
1909,499,184,99,12/30/2024
1910,438,8,64,5/21/2024
1911,152,909,47,9/4/2024
1912,726,1179,95,12/27/2024
1913,385,630,43,6/7/2024
1914,229,1011,66,12/21/2024
1915,444,1069,29,8/19/2024
1916,565,524,15,8/25/2024
1917,950,234,72,9/19/2024
1918,397,1090,35,5/8/2025
1919,793,675,24,5/27/2024
1920,289,536,11,8/23/2024
1921,945,173,63,12/1/2024
1922,855,89,6,1/27/2025
1923,49,442,45,1/16/2025
1924,125,159,72,1/21/2025
1925,791,132,70,3/27/2025
1926,128,475,85,6/9/2024
1927,226,910,74,1/25/2025
1928,954,1219,17,4/24/2025
1929,18,447,34,1/18/2025
1930,389,731,48,1/7/2025
1931,291,1089,84,4/13/2025
1932,302,573,95,11/20/2024
1933,326,225,13,2/10/2025
1934,905,981,3,5/10/2025
1935,87,734,10,10/1/2024
1936,639,488,92,2/19/2025
1937,732,266,41,8/24/2024
1938,971,1063,28,6/10/2024
1939,812,1038,19,11/30/2024
1940,163,811,10,10/25/2024
1941,284,1303,6,6/11/2024
1942,485,1437,62,4/8/2025
1943,425,749,57,8/24/2024
1944,26,1140,46,9/25/2024
1945,982,394,92,3/8/2025
1946,640,767,22,11/9/2024
1947,920,1038,91,6/19/2024
1948,237,1191,43,9/8/2024
1949,280,465,24,11/3/2024
1950,818,18,46,1/5/2025
1951,438,385,7,4/30/2025
1952,564,856,6,5/30/2024
1953,949,553,70,4/18/2025
1954,504,952,60,4/20/2025
1955,247,712,88,10/2/2024
1956,52,135,57,9/13/2024
1957,945,711,93,8/2/2024
1958,516,604,76,10/3/2024
1959,242,1221,63,3/17/2025
1960,790,654,13,6/5/2024
1961,477,494,27,5/20/2024
1962,809,94,74,9/16/2024
1963,345,542,97,11/30/2024
1964,713,110,88,9/29/2024
1965,621,616,99,11/18/2024
1966,642,938,51,1/28/2025
1967,441,496,9,3/11/2025
1968,261,1247,81,4/17/2025
1969,134,1478,87,6/7/2024
1970,579,1128,66,10/25/2024
1971,834,625,99,5/2/2025
1972,73,689,93,5/10/2025
1973,596,1492,17,8/11/2024
1974,337,1207,2,12/11/2024
1975,874,1226,97,7/12/2024
1976,506,1364,16,1/15/2025
1977,597,1309,98,9/5/2024
1978,392,529,84,12/15/2024
1979,599,1145,94,6/1/2024
1980,934,1457,93,10/3/2024
1981,6,1068,82,1/5/2025
1982,711,1224,14,2/27/2025
1983,426,1331,64,6/26/2024
1984,946,350,2,7/14/2024
1985,481,1345,60,10/12/2024
1986,972,537,26,8/27/2024
1987,964,74,26,11/22/2024
1988,151,491,24,2/27/2025
1989,571,1206,64,5/21/2024
1990,714,438,80,12/2/2024
1991,515,1083,60,3/28/2025
1992,761,62,7,2/11/2025
1993,482,672,22,5/3/2025
1994,862,1323,9,3/27/2025
1995,451,657,93,4/17/2025
1996,19,693,94,9/7/2024
1997,360,909,12,3/4/2025
1998,249,1113,68,8/19/2024
1999,527,714,68,3/17/2025
2000,208,299,25,5/11/2025
2001,999,200,92,4/17/2025
2002,540,596,9,11/21/2024
2003,272,915,8,4/27/2025
2004,76,694,63,11/19/2024
2005,205,33,37,4/7/2025
2006,698,56,84,8/4/2024
2007,533,598,3,10/9/2024
2008,574,239,76,8/19/2024
2009,786,1358,30,4/27/2025
2010,508,543,21,4/6/2025
2011,249,1141,62,4/17/2025
2012,651,1367,30,3/31/2025
2013,492,860,58,6/22/2024
2014,954,855,98,10/18/2024
2015,315,78,46,12/21/2024
2016,455,1374,11,11/13/2024
2017,113,1022,39,1/13/2025
2018,545,1012,94,5/25/2024
2019,758,617,68,12/16/2024
2020,757,557,26,2/22/2025
2021,989,1497,47,7/21/2024
2022,216,556,20,12/31/2024
2023,30,159,12,3/14/2025
2024,628,1245,53,6/30/2024
2025,479,62,61,9/10/2024
2026,341,845,53,5/29/2024
2027,240,313,40,12/6/2024
2028,549,53,50,2/25/2025
2029,924,1253,28,10/28/2024
2030,485,302,36,2/7/2025
2031,34,1275,36,8/29/2024
2032,988,1136,37,10/31/2024
2033,429,1222,88,10/1/2024
2034,237,807,18,1/7/2025
2035,901,1374,33,4/1/2025
2036,238,503,40,5/28/2024
2037,755,73,69,11/9/2024
2038,779,259,41,5/30/2024
2039,784,771,80,9/26/2024
2040,649,10,56,4/11/2025
2041,598,1159,80,1/9/2025
2042,179,1258,68,6/26/2024
2043,833,1362,47,2/18/2025
2044,356,956,36,4/11/2025
2045,83,1189,29,10/30/2024
2046,15,882,87,4/21/2025
2047,482,912,93,5/25/2024
2048,415,1148,40,11/5/2024
2049,405,1337,50,4/19/2025
2050,232,18,81,2/5/2025
2051,678,297,31,4/13/2025
2052,728,497,89,10/27/2024
2053,157,1468,78,3/27/2025
2054,581,786,25,3/7/2025
2055,181,856,92,8/4/2024
2056,291,73,56,8/27/2024
2057,177,387,29,2/20/2025
2058,330,266,30,4/22/2025
2059,945,1451,78,1/11/2025
2060,8,1189,35,2/25/2025
2061,593,1395,27,4/30/2025
2062,50,1334,18,12/2/2024
2063,420,1018,35,2/9/2025
2064,983,684,85,1/4/2025
2065,982,477,94,12/8/2024
2066,368,238,51,9/29/2024
2067,646,7,1,5/10/2025
2068,144,633,10,1/19/2025
2069,607,625,29,2/28/2025
2070,815,991,71,2/4/2025
2071,782,987,38,7/4/2024
2072,506,1281,20,1/30/2025
2073,918,1473,88,6/21/2024
2074,908,860,83,1/20/2025
2075,28,256,88,10/1/2024
2076,969,991,19,7/15/2024
2077,303,1500,39,5/13/2024
2078,65,606,16,2/9/2025
2079,365,691,86,5/2/2025
2080,482,771,21,12/13/2024
2081,743,338,25,2/6/2025
2082,269,503,67,11/20/2024
2083,47,625,12,6/20/2024
2084,359,1466,50,8/19/2024
2085,284,504,86,2/16/2025
2086,549,841,86,11/10/2024
2087,872,441,42,6/29/2024
2088,3,574,42,11/22/2024
2089,674,644,22,1/13/2025
2090,507,600,65,5/11/2024
2091,255,611,37,8/9/2024
2092,80,895,5,8/12/2024
2093,631,440,49,12/29/2024
2094,267,390,43,7/17/2024
2095,1000,612,44,5/26/2024
2096,423,245,43,1/11/2025
2097,96,652,44,12/12/2024
2098,636,135,10,6/22/2024
2099,377,862,26,6/7/2024
2100,935,339,33,9/19/2024
2101,966,1065,38,6/14/2024
2102,562,876,37,12/21/2024
2103,567,410,53,9/1/2024
2104,319,225,89,11/2/2024
2105,141,1096,50,1/22/2025
2106,68,216,37,9/18/2024
2107,353,236,60,8/17/2024
2108,245,1197,10,11/3/2024
2109,529,875,24,5/30/2024
2110,572,961,56,8/5/2024
2111,509,1244,87,10/2/2024
2112,380,1251,62,5/14/2024
2113,811,1220,77,9/24/2024
2114,298,1007,94,7/16/2024
2115,324,669,45,1/6/2025
2116,88,241,69,4/22/2025
2117,766,956,23,10/3/2024
2118,432,362,36,5/21/2024
2119,43,960,15,6/22/2024
2120,763,1406,41,5/18/2024
2121,714,44,14,9/3/2024
2122,939,722,39,5/20/2024
2123,929,456,54,3/9/2025
2124,512,1412,16,3/13/2025
2125,982,400,42,4/8/2025
2126,839,1297,96,9/28/2024
2127,512,732,63,10/6/2024
2128,616,1212,31,10/29/2024
2129,722,601,82,8/8/2024
2130,118,1118,44,2/7/2025
2131,787,815,32,3/10/2025
2132,488,565,68,6/19/2024
2133,318,1444,60,3/27/2025
2134,830,861,75,1/27/2025
2135,159,1170,74,12/26/2024
2136,639,207,49,2/22/2025
2137,288,477,29,10/1/2024
2138,278,727,94,1/20/2025
2139,208,715,91,3/23/2025
2140,539,48,42,8/9/2024
2141,582,679,77,1/29/2025
2142,699,214,69,9/3/2024
2143,414,1266,28,4/17/2025
2144,509,283,34,4/18/2025
2145,254,1056,96,9/20/2024
2146,289,887,33,6/5/2024
2147,329,1374,8,11/30/2024
2148,34,589,74,7/29/2024
2149,246,868,19,1/11/2025
2150,247,113,34,7/22/2024
2151,364,973,46,2/2/2025
2152,378,497,74,1/26/2025
2153,70,511,3,12/18/2024
2154,575,875,1,12/11/2024
2155,733,1298,16,5/26/2024
2156,409,1382,66,3/21/2025
2157,641,1395,92,3/20/2025
2158,228,1037,58,9/10/2024
2159,429,1295,24,11/27/2024
2160,697,195,8,12/18/2024
2161,648,222,49,4/21/2025
2162,746,376,1,2/15/2025
2163,813,648,90,10/16/2024
2164,183,1116,93,8/12/2024
2165,204,766,11,9/14/2024
2166,816,84,33,5/19/2024
2167,395,839,18,6/8/2024
2168,866,872,22,8/11/2024
2169,131,550,62,9/20/2024
2170,764,527,51,7/6/2024
2171,275,883,71,2/12/2025
2172,528,1232,42,1/27/2025
2173,451,932,60,3/28/2025
2174,731,438,86,2/28/2025
2175,712,1041,62,1/6/2025
2176,400,589,52,10/28/2024
2177,393,1278,44,4/21/2025
2178,65,404,53,3/11/2025
2179,300,1135,90,5/16/2024
2180,177,61,14,6/8/2024
2181,913,1462,23,10/30/2024
2182,329,1448,63,4/15/2025
2183,97,465,26,4/26/2025
2184,538,638,56,10/12/2024
2185,333,147,34,3/21/2025
2186,724,286,79,6/27/2024
2187,421,1229,63,3/1/2025
2188,988,801,92,5/19/2024
2189,301,1460,54,5/5/2025
2190,272,131,70,3/23/2025
2191,693,1341,37,3/14/2025
2192,349,1283,11,7/24/2024
2193,832,916,80,5/14/2024
2194,380,325,5,11/28/2024
2195,468,897,48,3/5/2025
2196,154,884,49,9/13/2024
2197,179,399,27,9/14/2024
2198,136,1421,88,5/22/2024
2199,49,1436,7,10/4/2024
2200,132,1229,22,7/24/2024
2201,834,621,57,1/27/2025
2202,938,1117,24,2/27/2025
2203,959,146,27,3/28/2025
2204,7,402,85,6/25/2024
2205,428,1439,55,7/22/2024
2206,217,949,77,7/26/2024
2207,250,748,52,11/14/2024
2208,40,762,99,6/26/2024
2209,225,927,49,2/19/2025
2210,823,678,63,6/29/2024
2211,1,368,93,5/20/2024
2212,375,40,84,10/28/2024
2213,929,988,55,12/2/2024
2214,850,643,14,7/14/2024
2215,752,753,77,12/21/2024
2216,933,824,77,7/14/2024
2217,508,1022,49,5/10/2025
2218,891,55,66,12/2/2024
2219,397,811,75,7/1/2024
2220,75,407,35,11/13/2024
2221,498,389,16,12/22/2024
2222,287,332,59,1/23/2025
2223,968,49,98,3/13/2025
2224,261,228,19,6/27/2024
2225,336,949,33,12/13/2024
2226,720,1133,92,11/23/2024
2227,253,893,43,1/26/2025
2228,58,1340,19,12/3/2024
2229,841,94,26,11/7/2024
2230,387,83,10,6/12/2024
2231,199,878,70,10/8/2024
2232,714,728,52,3/2/2025
2233,345,52,93,7/18/2024
2234,718,703,5,3/27/2025
2235,787,901,33,9/2/2024
2236,867,421,38,4/30/2025
2237,396,245,52,11/28/2024
2238,328,677,35,9/27/2024
2239,138,1368,35,5/27/2024
2240,158,878,75,6/27/2024
2241,573,137,32,4/19/2025
2242,300,1307,53,12/27/2024
2243,273,1185,62,4/6/2025
2244,928,126,46,8/24/2024
2245,850,440,78,11/15/2024
2246,359,1375,81,2/22/2025
2247,480,976,78,8/15/2024
2248,663,1497,30,9/21/2024
2249,105,991,15,9/27/2024
2250,720,972,48,3/7/2025
2251,259,191,41,8/31/2024
2252,338,92,23,9/30/2024
2253,29,916,91,12/2/2024
2254,152,1413,74,4/21/2025
2255,257,134,85,3/29/2025
2256,245,578,1,6/23/2024
2257,791,588,43,3/16/2025
2258,879,1462,65,1/29/2025
2259,338,420,72,2/1/2025
2260,104,761,73,11/3/2024
2261,420,336,36,6/16/2024
2262,876,280,24,7/20/2024
2263,579,1380,98,3/15/2025
2264,481,989,57,6/25/2024
2265,764,1489,36,9/21/2024
2266,398,177,17,6/18/2024
2267,949,1393,52,9/19/2024
2268,433,16,79,1/31/2025
2269,510,1406,50,9/17/2024
2270,751,758,71,11/25/2024
2271,551,44,72,5/18/2024
2272,348,115,97,4/17/2025
2273,466,628,41,11/11/2024
2274,895,430,80,1/29/2025
2275,53,1388,89,9/23/2024
2276,607,530,60,11/15/2024
2277,687,380,68,4/22/2025
2278,154,743,53,8/18/2024
2279,175,62,29,6/22/2024
2280,563,565,77,12/27/2024
2281,967,311,84,5/11/2024
2282,73,1061,68,9/11/2024
2283,386,483,98,3/21/2025
2284,655,615,33,8/14/2024
2285,400,759,56,2/5/2025
2286,284,985,92,4/28/2025
2287,387,1118,76,10/23/2024
2288,889,1422,59,3/20/2025
2289,906,724,7,2/28/2025
2290,94,136,33,9/10/2024
2291,4,780,19,9/24/2024
2292,316,1049,72,5/9/2025
2293,390,1165,19,7/31/2024
2294,727,1368,59,12/12/2024
2295,673,121,82,11/13/2024
2296,132,388,45,2/5/2025
2297,816,370,80,1/12/2025
2298,31,931,58,1/25/2025
2299,607,1214,3,3/25/2025
2300,212,1271,45,5/11/2025
2301,905,381,86,4/5/2025
2302,952,238,82,6/5/2024
2303,827,230,30,10/1/2024
2304,574,4,92,12/4/2024
2305,145,608,58,9/25/2024
2306,946,1421,22,8/1/2024
2307,323,98,33,7/23/2024
2308,144,473,15,3/6/2025
2309,593,1485,44,10/13/2024
2310,244,1158,66,7/21/2024
2311,737,910,27,3/16/2025
2312,779,290,5,11/24/2024
2313,852,67,12,7/22/2024
2314,804,1047,24,7/11/2024
2315,925,1159,50,11/10/2024
2316,961,297,42,2/13/2025
2317,372,224,53,9/13/2024
2318,27,1221,54,5/13/2024
2319,602,535,93,3/22/2025
2320,162,309,68,2/18/2025
2321,692,407,80,7/29/2024
2322,351,941,36,12/26/2024
2323,575,1183,57,4/14/2025
2324,151,1094,99,5/23/2024
2325,654,819,90,9/21/2024
2326,540,938,83,1/9/2025
2327,215,99,27,7/27/2024
2328,269,474,58,4/4/2025
2329,194,707,44,2/20/2025
2330,294,311,89,3/9/2025
2331,90,132,11,12/11/2024
2332,718,1121,83,2/26/2025
2333,197,585,88,9/20/2024
2334,798,1186,44,11/30/2024
2335,738,747,61,12/7/2024
2336,964,1396,41,10/15/2024
2337,778,734,79,5/29/2024
2338,156,1439,90,7/10/2024
2339,330,561,56,11/21/2024
2340,902,76,44,7/17/2024
2341,946,621,9,8/27/2024
2342,932,760,44,4/27/2025
2343,891,1317,48,3/7/2025
2344,528,429,35,4/7/2025
2345,171,1046,27,2/7/2025
2346,803,582,9,1/15/2025
2347,58,1022,17,10/7/2024
2348,537,1481,74,4/14/2025
2349,694,211,55,12/3/2024
2350,895,497,42,11/11/2024
2351,455,1282,23,2/22/2025
2352,30,1413,9,1/25/2025
2353,499,192,84,6/15/2024
2354,397,488,43,1/5/2025
2355,796,193,47,3/2/2025
2356,391,514,18,8/28/2024
2357,574,560,30,3/13/2025
2358,214,1049,71,1/10/2025
2359,129,1020,77,6/26/2024
2360,872,961,84,4/29/2025
2361,359,396,93,11/8/2024
2362,106,374,82,2/4/2025
2363,247,156,78,12/27/2024
2364,813,646,55,7/20/2024
2365,564,244,17,9/14/2024
2366,9,504,66,1/12/2025
2367,623,477,89,12/5/2024
2368,306,701,82,6/7/2024
2369,449,854,85,12/25/2024
2370,762,1192,81,10/14/2024
2371,159,1043,52,11/30/2024
2372,43,1117,72,5/17/2024
2373,407,673,75,3/30/2025
2374,804,701,15,10/27/2024
2375,591,26,75,4/6/2025
2376,527,383,77,5/10/2025
2377,42,831,98,5/5/2025
2378,854,894,20,10/3/2024
2379,595,928,37,10/22/2024
2380,161,1081,94,9/7/2024
2381,41,1261,4,10/30/2024
2382,910,1396,79,12/9/2024
2383,930,242,20,4/25/2025
2384,864,344,68,11/28/2024
2385,401,1332,27,8/30/2024
2386,677,904,56,12/18/2024
2387,365,466,98,12/7/2024
2388,860,553,8,2/15/2025
2389,973,1213,66,2/19/2025
2390,112,929,56,4/14/2025
2391,62,921,80,8/15/2024
2392,666,573,33,2/14/2025
2393,839,185,35,7/2/2024
2394,629,743,85,5/16/2024
2395,317,702,61,7/9/2024
2396,940,309,84,3/27/2025
2397,200,1497,43,2/20/2025
2398,904,138,51,12/6/2024
2399,222,1209,33,9/29/2024
2400,846,535,83,8/7/2024
2401,61,925,78,7/24/2024
2402,506,1245,48,10/3/2024
2403,765,784,40,11/30/2024
2404,396,1491,8,12/23/2024
2405,823,145,87,4/4/2025
2406,924,1496,96,5/21/2024
2407,94,879,86,11/17/2024
2408,749,396,66,10/21/2024
2409,805,24,92,9/12/2024
2410,214,85,37,12/26/2024
2411,417,587,24,3/29/2025
2412,292,796,94,10/16/2024
2413,318,574,54,7/30/2024
2414,436,409,48,7/26/2024
2415,437,1066,32,9/28/2024
2416,246,988,4,8/22/2024
2417,962,1237,98,2/17/2025
2418,17,328,32,1/21/2025
2419,376,119,50,6/6/2024
2420,433,963,10,7/5/2024
2421,581,411,78,6/2/2024
2422,479,1318,25,4/16/2025
2423,942,562,65,10/29/2024
2424,19,806,72,12/21/2024
2425,292,414,8,1/28/2025
2426,282,1325,53,8/16/2024
2427,341,1200,58,10/7/2024
2428,718,1013,36,10/4/2024
2429,221,1330,98,1/13/2025
2430,45,1270,18,3/18/2025
2431,126,81,31,3/11/2025
2432,793,35,83,3/17/2025
2433,114,362,28,9/19/2024
2434,376,1346,77,11/13/2024
2435,394,1213,96,2/13/2025
2436,146,1405,25,10/31/2024
2437,154,1034,8,10/4/2024
2438,348,738,80,12/29/2024
2439,200,533,62,10/6/2024
2440,365,1188,53,9/26/2024
2441,961,538,80,7/14/2024
2442,620,186,32,12/26/2024
2443,470,554,51,5/29/2024
2444,839,652,63,7/3/2024
2445,480,1359,60,8/16/2024
2446,640,1131,57,6/12/2024
2447,693,209,29,5/11/2025
2448,365,1395,31,2/23/2025
2449,824,758,32,7/29/2024
2450,719,460,93,12/28/2024
2451,457,477,98,1/5/2025
2452,389,454,3,12/26/2024
2453,676,1320,52,12/28/2024
2454,432,1004,67,8/10/2024
2455,959,1210,62,8/7/2024
2456,316,1234,48,2/24/2025
2457,833,64,15,10/30/2024
2458,584,1079,52,9/28/2024
2459,834,1294,7,8/30/2024
2460,46,1309,98,4/8/2025
2461,602,56,88,4/7/2025
2462,923,427,43,3/8/2025
2463,758,374,60,4/26/2025
2464,613,1499,88,11/10/2024
2465,729,934,79,9/9/2024
2466,614,1403,21,8/6/2024
2467,825,660,12,1/24/2025
2468,151,1144,2,5/24/2024
2469,853,1427,43,11/8/2024
2470,862,1104,47,2/21/2025
2471,72,1329,55,6/2/2024
2472,874,909,98,1/30/2025
2473,646,720,44,12/18/2024
2474,505,735,89,5/22/2024
2475,617,1489,45,5/15/2024
2476,353,109,7,2/5/2025
2477,643,1237,27,12/5/2024
2478,688,864,3,4/19/2025
2479,442,395,6,8/4/2024
2480,889,270,43,4/28/2025
2481,37,689,100,8/6/2024
2482,911,1240,38,6/4/2024
2483,771,562,48,5/7/2025
2484,836,1418,52,4/23/2025
2485,194,264,95,10/17/2024
2486,541,428,70,6/1/2024
2487,221,768,40,4/14/2025
2488,13,1493,76,5/21/2024
2489,805,902,22,5/2/2025
2490,857,140,99,1/18/2025
2491,261,1410,40,2/8/2025
2492,135,770,84,4/2/2025
2493,358,1197,42,1/7/2025
2494,861,164,69,5/11/2024
2495,357,691,78,7/15/2024
2496,536,371,29,7/4/2024
2497,322,1255,40,8/6/2024
2498,82,1139,26,2/17/2025
2499,650,1383,94,6/21/2024
2500,965,534,96,5/28/2024
2501,103,1453,3,2/18/2025
2502,453,785,45,1/20/2025
2503,20,961,51,7/8/2024
2504,947,149,99,2/5/2025
2505,319,3,99,1/19/2025
2506,385,1208,3,9/14/2024
2507,590,37,70,8/20/2024
2508,781,217,65,9/9/2024
2509,440,575,68,8/2/2024
2510,708,500,58,7/15/2024
2511,691,851,98,4/14/2025
2512,415,495,18,11/5/2024
2513,127,463,50,7/9/2024
2514,898,34,89,1/20/2025
2515,44,1407,92,6/26/2024
2516,840,127,4,7/11/2024
2517,38,806,99,1/30/2025
2518,160,304,93,1/5/2025
2519,601,375,52,4/16/2025
2520,112,621,12,4/7/2025
2521,691,1467,71,11/30/2024
2522,175,264,31,5/6/2025
2523,499,1426,80,8/19/2024
2524,743,189,20,7/25/2024
2525,739,878,16,9/18/2024
2526,814,142,30,3/2/2025
2527,918,122,45,8/27/2024
2528,330,890,4,5/9/2025
2529,969,937,27,4/1/2025
2530,999,103,59,3/3/2025
2531,989,964,32,5/16/2024
2532,686,395,59,3/31/2025
2533,597,85,23,5/5/2025
2534,580,844,87,11/5/2024
2535,875,628,59,12/16/2024
2536,801,1274,100,4/8/2025
2537,231,384,84,7/16/2024
2538,853,421,27,11/22/2024
2539,715,1340,41,5/6/2025
2540,34,609,24,7/17/2024
2541,476,401,95,3/21/2025
2542,452,138,89,12/29/2024
2543,381,589,78,12/1/2024
2544,807,408,17,8/9/2024
2545,535,247,9,4/4/2025
2546,753,208,18,9/10/2024
2547,715,1095,53,1/3/2025
2548,308,1119,67,9/18/2024
2549,798,257,49,5/4/2025
2550,964,910,20,12/18/2024
2551,764,921,81,12/21/2024
2552,476,1447,97,3/26/2025
2553,52,452,2,3/25/2025
2554,806,1468,81,3/2/2025
2555,976,30,72,7/20/2024
2556,823,693,22,1/25/2025
2557,771,133,94,7/10/2024
2558,56,1307,49,7/26/2024
2559,330,691,27,6/19/2024
2560,590,1393,76,3/25/2025
2561,469,395,93,3/18/2025
2562,900,1337,66,12/9/2024
2563,690,1033,74,10/10/2024
2564,245,1095,6,11/4/2024
2565,175,594,27,3/7/2025
2566,685,88,30,2/19/2025
2567,173,1372,29,3/27/2025
2568,994,751,58,9/20/2024
2569,277,756,66,9/2/2024
2570,48,356,87,9/10/2024
2571,35,1296,88,12/28/2024
2572,3,984,56,3/6/2025
2573,402,1296,15,9/10/2024
2574,237,974,79,11/26/2024
2575,169,1390,2,11/27/2024
2576,374,497,52,9/29/2024
2577,736,260,14,5/3/2025
2578,984,531,98,8/15/2024
2579,665,609,24,6/29/2024
2580,492,551,55,4/23/2025
2581,391,426,2,7/21/2024
2582,228,6,72,7/13/2024
2583,251,165,99,2/28/2025
2584,382,1145,22,5/27/2024
2585,315,1066,79,1/24/2025
2586,495,1022,79,10/3/2024
2587,926,320,13,2/22/2025
2588,667,914,91,2/8/2025
2589,255,212,1,7/19/2024
2590,325,1227,96,4/20/2025
2591,454,689,10,3/20/2025
2592,366,34,26,10/28/2024
2593,919,857,76,3/29/2025
2594,457,942,34,11/22/2024
2595,755,469,96,2/12/2025
2596,704,373,15,6/18/2024
2597,883,667,8,10/2/2024
2598,828,567,65,7/7/2024
2599,388,349,51,10/24/2024
2600,469,735,17,8/28/2024
2601,72,574,72,10/21/2024
2602,961,721,60,5/8/2025
2603,612,352,92,2/23/2025
2604,750,999,91,8/21/2024
2605,237,1494,19,4/13/2025
2606,588,1415,85,3/18/2025
2607,347,387,26,5/23/2024
2608,10,1388,43,10/2/2024
2609,431,9,45,11/28/2024
2610,804,733,5,6/9/2024
2611,262,724,77,9/17/2024
2612,541,971,65,7/31/2024
2613,542,793,51,11/20/2024
2614,898,1006,50,10/29/2024
2615,208,842,79,10/6/2024
2616,457,649,28,11/18/2024
2617,806,209,46,1/15/2025
2618,902,554,85,9/13/2024
2619,928,59,5,8/10/2024
2620,994,601,96,7/8/2024
2621,276,210,41,7/8/2024
2622,652,1372,34,10/2/2024
2623,140,562,13,2/17/2025
2624,307,261,46,10/21/2024
2625,972,1451,77,1/13/2025
2626,914,1192,95,10/4/2024
